OBJECTID,UOGID,NAME,TYPE,STUSAB,STATE,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,YEAR,SHAPE_Length,SHAPE_Area
805,429017,BUCKS COUNTY,61,PA,42,2185372,185622,1237408,0,3608402,2021,2.25771000983196,0.160356005305944
806,429071,LANCASTER COUNTY,61,PA,42,2978431,249942,1873384,0,5101757,2021,3.35911583582325,0.266892345882107
807,429091,MONTGOMERY COUNTY,61,PA,42,3347339,280785,1401816,0,5029940,2021,2.41660780548189,0.121453949597405
808,426258,SHARON,52,PA,42,612339,0,0,0,612339,2021,0.182579731906921,0.00104858160701222
809,426711,STATE COLLEGE,51,PA,42,547057,0,306324,0,853381,2021,0.240875943389858,0.00125937803796601
810,427227,UPPER DARBY,52,PA,42,1687806,0,431143,0,2118949,2021,0.406125334607639,0.00213599076343866
811,471014,KNOXVILLE,51,TN,47,1787837,150252,1124871,0,3062960,2021,5.6517354063006,0.0269576566439187
812,471242,MEMPHIS,51,TN,47,6778757,575820,3737532,3487830,14579939,2021,2.59231139443363,0.0834225316579079
813,471362,MURFREESBORO,51,TN,47,936348,0,0,0,936348,2021,2.894430071433,0.0151127124128979
814,471422,OAK RIDGE,52,TN,47,238265,0,0,0,238265,2021,1.08748287786465,0.0232574662001717
815,479157,SHELBY COUNTY,61,TN,47,1173763,0,430082,0,1603845,2021,3.59731336573909,0.117781190993992
816,479999,TN NONENTITLEMENT,21,TN,47,28786934,3220924,14367451,1776340,48151649,2021,49.6295891010067,10.2259869235747
817,480090,ALLEN,52,TX,48,429748,0,0,0,429748,2021,0.496606335069754,0.00661609816755545
818,480132,AMARILLO,51,TX,48,1623224,0,706565,0,2329789,2021,1.53401087317823,0.0268059812469476
819,480222,ARLINGTON,51,TX,48,3409805,290528,1264531,0,4964864,2021,1.25592740370514,0.0248047147751409
820,480726,BROWNSVILLE,51,TX,48,2691448,231622,917366,0,3840436,2021,3.70043201718918,0.0341432181633336
821,367096,WHITE PLAINS,51,NY,36,916076,0,0,0,916076,2021,0.289166419756544,0.0027409276260097
822,369027,DUTCHESS COUNTY,61,NY,36,1505746,0,959771,0,2465517,2021,2.38816835215308,0.22984839966916
823,369055,MONROE COUNTY,61,NY,36,1856308,158781,1183668,0,3198757,2021,2.80279632702743,0.161533728013472
824,369067,ONONDAGA COUNTY,61,NY,36,2334058,176558,659207,0,3169823,2021,3.04554321231661,0.223033313303491
825,369071,ORANGE COUNTY,61,NY,36,1735770,155251,1171962,0,3062983,2021,3.13132203174015,0.230011125102483
826,369103,SUFFOLK COUNTY,61,NY,36,1338554,0,672227,0,2010781,2021,10.589084992909,0.107790354772395
827,369119,WESTCHESTER COUNTY,61,NY,36,4267448,316080,1105057,0,5688585,2021,3.85895581320741,0.076805641550303
828,370108,ASHEVILLE,51,NC,37,1037995,0,1296760,0,2334755,2021,2.09824321690411,0.0124883871273585
829,370432,BURLINGTON,51,NC,37,470243,0,0,0,470243,2021,2.00446517439846,0.0101304278686027
830,370504,CARY,52,NC,37,699438,0,0,0,699438,2021,3.54716560191622,0.0154902729881294
831,370552,CHAPEL HILL,51,NC,37,412226,0,0,0,412226,2021,0.478937883133081,0.00552713464585865
832,370660,CONCORD,51,NC,37,675769,0,1316767,0,1992536,2021,2.56464338548939,0.0162967151586861
833,370828,DURHAM,51,NC,37,2107077,174344,1199161,542712,4023294,2021,4.32618398811736,0.0291530714007473
834,371092,GASTONIA,51,NC,37,644888,0,786526,0,1431414,2021,1.80633669577946,0.0133680932647989
835,371158,GOLDSBORO,51,NC,37,348980,0,250738,0,599718,2021,1.7326176932556,0.00820499626019064
836,371188,GREENSBORO,51,NC,37,2309267,192761,1821528,599557,4923113,2021,5.29885296471094,0.0357617047136644
837,371338,HICKORY,51,NC,37,324535,0,0,0,324535,2021,2.38231528080303,0.00788963819626675
838,371356,HIGH POINT,51,NC,37,920963,0,548617,0,1469580,2021,2.77498709271929,0.015366001739859
839,371494,KANNAPOLIS,52,NC,37,375002,0,0,0,375002,2021,1.14775830240147,0.00861932449135991
840,371944,MORGANTON,51,NC,37,157364,0,0,0,157364,2021,1.00331100999274,0.00494242534744871
841,372028,NEW BERN CITY,51,NC,37,264866,0,0,0,264866,2021,1.36328369990232,0.00733155290667714
842,372406,ROCKY MOUNT,51,NC,37,506949,0,407772,0,914721,2021,1.81676725099945,0.0133102719559457
843,392508,KENT,52,OH,39,302337,0,0,0,302337,2021,0.351096422631889,0.00258787534237646
844,392526,KETTERING,52,OH,39,567827,0,0,0,567827,2021,0.513767290988834,0.00512970271454131
845,419005,CLACKAMAS COUNTY,61,OR,41,2253017,192629,1006963,0,3452609,2021,4.99919695237718,0.561712041847569
846,419047,MARION COUNTY,61,OR,41,1538522,0,621125,0,2159647,2021,8.65067701467595,0.340689571889745
847,419051,MULTNOMAH COUNTY,61,OR,41,294273,0,0,0,294273,2021,4.45189845066889,0.0875936924958393
848,419067,WASHINGTON COUNTY,61,OR,41,2190671,190064,1683547,0,4064282,2021,5.54165298499847,0.202469733994059
849,419999,OR NONENTITLEMENT,21,OR,41,12124543,1940010,8870856,610989,23546398,2021,48.4339390179225,26.857866188223
850,420015,ABINGTON,52,PA,42,786374,0,0,0,786374,2021,0.361573171995751,0.00425128562758105
851,420096,ALLENTOWN,51,PA,42,2280044,196589,964825,531061,3972519,2021,0.661858746470294,0.00496629375456506
852,420114,ALTOONA,51,PA,42,1638221,0,329427,0,1967648,2021,0.493785648747318,0.00269916160581606
853,420438,BENSALEM TOWNSHIP,52,PA,42,375599,0,0,853035,1228634,2021,0.409614038477561,0.0057259459778906
854,420504,BETHLEHEM,51,PA,42,1371454,0,388033,0,1759487,2021,0.511006012001617,0.00536219535625235
855,391110,CLEVELAND HEIGHTS,52,OH,39,1582470,0,0,0,1582470,2021,0.273600338498177,0.00226956525156117
856,391176,COLUMBUS,51,OH,39,7510316,636217,4534140,1585171,14265844,2021,11.2675024726166,0.0594900750727944
857,391320,CUYAHOGA FALLS,52,OH,39,653312,0,0,0,653312,2021,0.911378815152005,0.00716368710925244
858,391362,DAYTON,51,OH,39,5859378,503296,1404741,542039,8309454,2021,2.41067193839823,0.0154005042161196
859,483612,MISSOURI CITY,52,TX,48,304932,0,0,0,304932,2021,1.14216196675781,0.00720152078156554
860,483798,NEW BRAUNFELS,51,TX,48,424031,0,0,0,424031,2021,1.55936024381981,0.0107517515873265
861,483924,ODESSA,51,TX,48,830183,0,275124,0,1105307,2021,1.52102821561523,0.0104933104204849
862,483966,ORANGE,52,TX,48,356899,0,0,0,356899,2021,1.75731831049392,0.00544250689531524
863,484068,PASADENA,52,TX,48,1655699,146443,532698,0,2334840,2021,1.50823332666777,0.0110539122808463
864,484080,PEARLAND,52,TX,48,455947,0,0,0,455947,2021,1.59602088832399,0.011019493498872
865,484140,PFLUGERVILLE CITY,52,TX,48,259245,0,0,0,259245,2021,1.10781336334678,0.00554210550667373
866,484146,PHARR,52,TX,48,1142161,0,0,0,1142161,2021,0.565707366988796,0.00556993965024985
867,484248,PORT ARTHUR,51,TX,48,1122669,0,276300,0,1398969,2021,2.55246266594071,0.0285845547859719
868,484674,ROUND ROCK,51,TX,48,682927,0,0,0,682927,2021,1.65337688043194,0.00891782767826494
869,484752,SAN ANGELO,51,TX,48,671375,0,306605,0,977980,2021,1.27265367077371,0.0170370887028067
870,484758,SAN ANTONIO,51,TX,48,13359821,1117308,5529909,2295029,22302067,2021,6.30360623424475,0.112434228138637
871,484812,SAN MARCOS,52,TX,48,755351,0,0,0,755351,2021,1.89218185926774,0.0105108805761054
872,484962,SHERMAN,51,TX,48,373232,0,0,0,373232,2021,1.61488734424001,0.012017706561822
873,485316,TEMPLE,51,TX,48,597752,0,0,0,597752,2021,1.94634815741985,0.0187636174154817
874,485346,TEXAS CITY,52,TX,48,445723,0,0,0,445723,2021,1.42558264823047,0.0174603146068187
875,485496,TYLER,51,TX,48,885569,0,362360,0,1247929,2021,1.62030576898608,0.0151888669139034
876,485580,VICTORIA,51,TX,48,618573,0,0,0,618573,2021,0.876801943953987,0.0106557695424702
877,061614,HEMET,52,CA,06,865629,0,0,0,865629,2021,0.765907657754134,0.00734484083546059
878,011542,MOBILE,51,AL,01,2407150,206004,850807,0,3463961,2021,2.23679331165711,0.036448950909858
879,189057,HAMILTON COUNTY,61,IN,18,1092260,0,0,0,1092260,2021,1.91364604741863,0.108636711574479
880,485340,TEXARKANA,51,TX,48,378518,0,0,0,378518,2021,0.76872993216274,0.00737029848407365
881,250078,ARLINGTON,52,MA,25,1090533,0,0,0,1090533,2021,0.184370900910274,0.00155591549430317
882,485592,WACO,51,TX,48,1413032,0,700789,0,2113821,2021,2.57096216756381,0.0248534245861068
883,291152,COLUMBIA,51,MO,29,1008608,0,596431,0,1605039,2021,2.58506856087319,0.0181769107192142
884,350534,SANTA FE,51,NM,35,614044,0,0,0,614044,2021,1.49235444186237,0.014553794284908
885,394680,SANDUSKY,52,OH,39,750212,0,0,0,750212,2021,0.722729743203821,0.00274043663928138
886,179197,WILL COUNTY,61,IL,17,2078020,145937,1264010,0,3487967,2021,10.7319863226884,0.222672467614286
887,539033,KING COUNTY,61,WA,53,5668173,289248,3808090,0,9765511,2021,8.4937638198076,0.609776450295332
888,539053,PIERCE COUNTY,61,WA,53,3189178,270901,1452171,0,4912250,2021,10.7529556011213,0.486858037619404
889,539061,SNOHOMISH COUNTY,61,WA,53,3148287,265317,2012815,0,5426419,2021,6.44884351068243,0.641284355506942
890,530795,LAKEWOOD,51,WA,53,573352,0,0,0,573352,2021,0.48715053489907,0.00582091309039257
891,530840,LONGVIEW,51,WA,53,327954,0,366284,0,694238,2021,0.898552556422093,0.00454386592477508
892,531314,RICHLAND,51,WA,53,289566,0,660818,0,950384,2021,1.12321117891488,0.0128306411708613
893,531392,SEATTLE,51,WA,53,9395488,817674,3371865,3150304,16735331,2021,1.50859088557378,0.0308645623680556
894,531488,SPOKANE,51,WA,53,3280398,288596,1277113,0,4846107,2021,1.48804425779275,0.0223903254634747
895,531668,VANCOUVER,51,WA,53,1300839,0,688711,0,1989550,2021,1.19768536632629,0.0152018294574467
896,531680,WALLA WALLA CITY,51,WA,53,395492,0,0,0,395492,2021,0.779530121449519,0.00386624079025378
897,539011,CLARK COUNTY,61,WA,53,1505629,0,553678,0,2059307,2021,2.90307907082997,0.182303020384376
898,539999,WA NONENTITLEMENT,21,WA,53,13059597,2857396,6322281,1301249,23540523,2021,70.1476444257046,17.8456436801227
899,540090,BECKLEY CITY,51,WV,54,317070,0,0,0,317070,2021,0.822972285911474,0.00251692888076745
900,540264,CHARLESTON,51,WV,54,1507021,0,704942,0,2211963,2021,1.23078205463404,0.00871705449843312
901,483042,LAREDO,51,TX,48,3694061,328355,1158599,0,5181015,2021,2.86173824536889,0.0280786753465785
902,440210,PAWTUCKET,52,RI,44,1853675,157430,572978,0,2584083,2021,0.276150618111434,0.00248243904836558
903,511116,NORFOLK,51,VA,51,4488314,384637,1246498,0,6119449,2021,1.04502172825933,0.0153750897651321
904,531134,OLYMPIA,51,WA,53,385862,0,0,0,385862,2021,0.778336842784664,0.00579777515482616
905,040198,GOODYEAR,52,AZ,04,422807,0,0,0,422807,2021,3.43519617461445,0.0478468173029398
906,040468,TEMPE,51,AZ,04,1912340,157335,0,0,2069675,2021,0.686053179283365,0.0101001780521751
907,062064,LOMPOC,52,CA,06,530174,0,0,0,530174,2021,0.40397953491621,0.00297287868576716
908,511674,WINCHESTER,51,VA,51,278923,0,638110,0,917033,2021,0.241894181872573,0.00249818741846448
909,519013,ARLINGTON COUNTY,61,VA,51,1323025,0,725257,0,2048282,2021,0.419381088892789,0.00700102926485935
910,519059,FAIRFAX COUNTY,61,VA,51,6039155,508353,2175471,0,8722979,2021,2.48298680503587,0.107641202085958
911,519087,HENRICO COUNTY,61,VA,51,1721965,147536,887581,0,2757082,2021,2.26794531809025,0.0646238206550806
912,519107,LOUDOUN COUNTY,61,VA,51,1442139,0,0,0,1442139,2021,2.0923043432554,0.140839468967601
913,519999,VA NONENTITLEMENT,21,VA,51,19090101,3007657,10712842,1375054,34185654,2021,88.1750013730868,9.59810290716153
914,530036,ANACORTES,51,WA,53,114395,0,0,0,114395,2021,0.778552278746783,0.00382168604012696
915,530054,AUBURN,51,WA,53,642169,0,0,0,642169,2021,0.865913456396124,0.00899503443755157
916,530090,BELLINGHAM,51,WA,53,840208,0,602793,0,1443001,2021,0.849164150149396,0.0092666171222894
917,530132,BREMERTON,51,WA,53,440753,0,0,0,440753,2021,1.62000931672165,0.00942892196429997
918,530396,EAST WENATCHEE CITY,52,WA,53,145083,0,0,0,145083,2021,0.193664767781428,0.00123839183368284
919,530514,FEDERAL WAY,52,WA,53,768610,0,0,0,768610,2021,0.457748580413285,0.00689705327642192
920,530720,KENNEWICK,51,WA,53,677313,0,0,0,677313,2021,0.862439334586623,0.00869071954977206
921,489201,HARRIS COUNTY,61,TX,48,14252574,1202486,4620834,0,20075894,2021,27.0800948900945,0.242946944504088
922,489215,HIDALGO COUNTY,61,TX,48,7729312,660999,2058732,0,10449043,2021,6.71711503371412,0.332561986087841
923,489339,MONTGOMERY COUNTY,61,TX,48,2722041,237897,703287,0,3663225,2021,7.85972120858037,0.233317716021484
924,489439,TARRANT COUNTY,61,TX,48,4327045,241573,1457287,0,6025905,2021,9.64899612253777,0.1205101776144
925,489491,WILLIAMSON COUNTY,61,TX,48,1668453,0,0,0,1668453,2021,4.6362521036907,0.265275081778616
926,489999,TX NONENTITLEMENT,21,TX,48,69475921,9389759,35858940,5593265,120317885,2021,197.230899478918,61.5285848115484
927,490174,CLEARFIELD,51,UT,49,206947,0,0,0,206947,2021,0.276771172886249,0.00221493976983332
928,490624,LAYTON,52,UT,49,371673,0,0,0,371673,2021,0.748148973536926,0.00624060019296027
929,490642,LEHI CITY,52,UT,49,304930,0,0,0,304930,2021,1.7129788854149,0.0139794239028106
930,490672,LOGAN,51,UT,49,538080,0,0,0,538080,2021,0.853299174184719,0.00524204720887792
931,490888,OGDEN,51,UT,49,1010674,0,456504,0,1467178,2021,0.728912926106759,0.00756127749116347
932,490918,OREM,51,UT,49,674806,0,0,0,674806,2021,0.542633228062639,0.00517483050698716
933,491014,PROVO,51,UT,49,1343750,0,1419568,0,2763318,2021,1.08939932284424,0.0118625954603193
934,491074,ST GEORGE,51,UT,49,689545,0,0,0,689545,2021,1.18605569981556,0.0214094126724828
935,491239,TAYLORSVILLE,52,UT,49,387920,0,0,0,387920,2021,0.306419810043674,0.00299562124844836
936,491346,WEST VALLEY,52,UT,49,1070481,0,0,0,1070481,2021,0.648742982039125,0.00975704027653821
937,540930,MORGANTOWN,51,WV,54,437342,0,0,0,437342,2021,1.22086916116798,0.00303248889725593
938,541038,PARKERSBURG,51,WV,54,887015,0,343383,0,1230398,2021,0.928621279166539,0.00334462750959864
939,541392,WEIRTON,51,WV,54,417720,0,0,0,417720,2021,0.434131197647401,0.00529403088429514
940,541446,WHEELING,51,WV,54,1169081,0,305207,0,1474288,2021,0.870805533922399,0.00437880899555351
941,549999,WV NONENTITLEMENT,21,WV,54,14397944,1663194,5152616,623490,21837244,2021,27.0004048080933,6.45874671831661
942,550216,APPLETON,51,WI,55,610569,0,0,0,610569,2021,1.2340652342905,0.00753009681662064
943,550568,BELOIT,51,WI,55,638011,0,0,0,638011,2021,0.98886062513327,0.00516890937883793
944,551920,EAU CLAIRE,51,WI,55,552048,0,314860,0,866908,2021,1.97395010912786,0.0108800180044881
945,552264,FOND DU LAC,51,WI,55,575894,0,0,0,575894,2021,1.07023222760302,0.00583995683804849
946,552664,GREEN BAY,51,WI,55,969580,0,537547,0,1507127,2021,1.10738457515269,0.0136878032035819
947,553224,JANESVILLE,51,WI,55,493038,0,673828,0,1166866,2021,1.84724635649268,0.0109249997576296
948,553428,LA CROSSE,51,WI,55,885594,0,303090,0,1188684,2021,1.53927887979771,0.00684699861159039
949,553944,MADISON,51,WI,55,1962605,168299,1400596,0,3531500,2021,3.89001793727469,0.0262799597436525
950,554340,MILWAUKEE,51,WI,55,16367031,1388060,5603666,1098623,24457380,2021,1.93507180406111,0.0277299420808763
951,554588,NEENAH,51,WI,55,227189,0,0,0,227189,2021,0.595003505488597,0.00293902264390722
952,554960,OSHKOSH,51,WI,55,828550,0,0,0,828550,2021,1.78946943886202,0.00840489709379978
953,555424,RACINE,51,WI,55,1876297,160724,573953,0,2610974,2021,0.880700403977464,0.00448953933661609
954,556000,SHEBOYGAN,51,WI,55,920255,0,0,0,920255,2021,1.04941786263246,0.00422100227830274
955,556492,SUPERIOR,52,WI,55,697907,0,0,0,697907,2021,1.59722366235033,0.0112726346427292
956,556980,WAUSAU,51,WI,55,638065,0,0,0,638065,2021,1.46002309495711,0.00608326272194669
957,559025,DANE COUNTY,61,WI,55,1204136,0,622282,0,1826418,2021,7.31266108249231,0.324679705570409
958,559079,MILWAUKEE COUNTY,61,WI,55,1711814,0,1241585,0,2953399,2021,2.04908039927936,0.0330546339092993
959,559133,WAUKESHA COUNTY,61,WI,55,1477848,0,1460506,0,2938354,2021,2.2113446640029,0.164445254260625
960,559999,WI NONENTITLEMENT,21,WI,55,23796998,3689266,11288631,877341,39652236,2021,52.2520688230367,15.7943147590648
961,560060,CHEYENNE,51,WY,56,478351,0,0,0,478351,2021,1.75143488499511,0.00845632278366662
962,569999,WY NONENTITLEMENT,21,WY,56,3604484,336059,3500000,0,7440543,2021,24.3591215494603,27.9769875400495
963,729031,CAROLINA MUNICIPIO,52,PR,72,1758787,149506,769689,0,2677982,2021,0.849049143876891,0.0101993835085441
964,729057,GUAYAMA MUNICIPIO,51,PR,72,658141,0,0,0,658141,2021,1.03090012313986,0.0144786632568655
965,491098,SANDY CITY,52,UT,49,387379,0,0,0,387379,2021,1.19098122624432,0.0065874764135091
966,491152,SOUTH JORDAN,52,UT,49,224057,0,0,0,224057,2021,0.472064764423689,0.00619109569414534
967,491338,WEST JORDAN,52,UT,49,570848,0,0,0,570848,2021,0.640609187715614,0.00896442581300335
968,499011,DAVIS COUNTY,61,UT,49,875114,0,0,0,875114,2021,3.28487832505161,0.166020122469636
969,499049,UTAH COUNTY,61,UT,49,1432229,0,0,0,1432229,2021,9.65170658570439,0.529670503288819
970,499999,UT NONENTITLEMENT,21,UT,49,5740822,1335886,3500083,273103,10849894,2021,31.6037504651752,21.9758076466342
971,500288,BURLINGTON,51,VT,50,759765,0,414413,0,1174178,2021,0.397043232584895,0.00453959681585574
972,510024,ALEXANDRIA,51,VA,51,1173007,0,618934,0,1791941,2021,0.363682692984419,0.00409883341281561
973,510114,BLACKSBURG,51,VA,51,554230,0,596346,0,1150576,2021,0.485132014929287,0.00523937444637021
974,427962,WILLIAMSPORT,51,PA,42,1048338,0,245279,0,1293617,2021,0.295280930297369,0.00262257370633914
975,410042,ASHLAND,52,OR,41,188801,0,0,0,188801,2021,0.398860126954024,0.00188650835864591
976,410108,BEAVERTON,51,OR,41,720749,0,0,0,720749,2021,1.7891859735956,0.00623400865338368
977,410114,BEND,51,OR,41,535983,0,0,0,535983,2021,0.708143257124778,0.00967548030522901
978,410288,CORVALLIS,51,OR,41,547382,0,321630,0,869012,2021,1.00318341751523,0.00478409913916944
979,410426,EUGENE,51,OR,41,1459674,0,1304697,0,2764371,2021,2.79753730732655,0.0131827635502407
980,410540,GRANTS PASS,51,OR,41,391555,0,0,0,391555,2021,0.758370596750118,0.00332931750227576
981,410564,GRESHAM,52,OR,41,1110899,0,0,0,1110899,2021,0.62387094387132,0.00700115902979639
982,410636,HILLSBORO,51,OR,41,733713,0,0,0,733713,2021,0.724505510158834,0.00761105585973194
983,410888,MEDFORD,51,OR,41,743242,0,0,0,743242,2021,1.08417990096257,0.00729677263563842
984,411098,PORTLAND,51,OR,41,8546525,745056,3743539,1797490,14832610,2021,2.11107369982066,0.0433328125433366
985,429043,DAUPHIN COUNTY,61,PA,42,1437089,0,648070,0,2085159,2021,2.63773053820413,0.145261496226912
986,461518,SIOUX FALLS,51,SD,46,1038028,0,508181,0,1546209,2021,1.86099399205377,0.0227545318924259
987,482628,IRVING,51,TX,48,2289170,196661,808960,0,3294791,2021,0.772540156070911,0.0169695363075193
988,420726,BRISTOL TOWNSHIP,52,PA,42,647609,0,0,0,647609,2021,0.462761235776378,0.00461993457536392
989,470672,FRANKLIN CITY,51,TN,47,373744,0,0,0,373744,2021,1.41882788904592,0.0120985181510443
990,440306,WOONSOCKET,52,RI,44,1272092,113936,451537,0,1837565,2021,0.227287586823084,0.00224888502583392
991,450012,AIKEN,52,SC,45,192024,0,0,0,192024,2021,2.15669351415719,0.00534817466392402
992,450030,ANDERSON,51,SC,45,617236,0,0,0,617236,2021,1.16791811663877,0.0039759126127553
993,450300,CHARLESTON,51,SC,45,860327,0,545666,917267,2323260,2021,9.89415299262452,0.028976216906987
994,450372,COLUMBIA,51,SC,45,1085527,0,690008,1593313,3368848,2021,4.56953408676075,0.0349535386278752
995,450648,GREENVILLE,51,SC,45,737835,0,295059,680082,1712976,2021,1.3050808616992,0.0074774001392138
996,459015,BERKELEY COUNTY,61,SC,45,1209927,0,0,0,1209927,2021,4.73560813193473,0.296096929188329
997,480390,BAYTOWN CITY,51,TX,48,643126,0,0,0,643126,2021,2.94590015007151,0.0100770787258956
998,481416,DENTON,51,TX,48,1016059,0,487076,0,1503135,2021,3.90878302888759,0.0241454017077774
999,482142,GRAND PRAIRIE,52,TX,48,1492124,0,526403,0,2018527,2021,1.7296507176842,0.0205844031867144
1000,069029,KERN COUNTY,61,CA,06,4734455,424142,1906802,0,7065399,2021,13.7398326374157,2.0446646122008
1001,392730,LIMA,51,OH,39,1086823,0,309986,0,1396809,2021,1.09269939045066,0.00409522163691801
1002,470834,HENDERSONVILLE,52,TN,47,233136,0,0,0,233136,2021,0.939383756124908,0.00989946979023253
1003,349023,MIDDLESEX COUNTY,61,NJ,34,1686570,166757,1612518,0,3465845,2021,2.0420643064142,0.0480118203830084
1004,392820,LORAIN,52,OH,39,1245239,0,477783,0,1723022,2021,0.635950166918012,0.00671937527591155
1005,393222,MIDDLETOWN,52,OH,39,758985,0,0,0,758985,2021,0.670486237908557,0.00716562414790039
1006,399113,MONTGOMERY COUNTY,61,OH,39,1997888,168263,1067487,0,3233638,2021,4.45830562128574,0.107652513885387
1007,399999,OH NONENTITLEMENT,21,OH,39,46344355,6172680,24421326,1832154,78770515,2021,41.1525245421113,10.0148634057623
1008,451608,SUMMERVILLE,52,SC,45,316505,0,0,0,316505,2021,2.41544419667609,0.00596665500760685
1009,483084,LEAGUE CITY,52,TX,48,469711,0,0,0,469711,2021,0.83302185887686,0.0125639509415426
1010,483132,LEWISVILLE,52,TX,48,772652,0,0,0,772652,2021,1.20026804936232,0.0107078024524155
1011,483246,LONGVIEW,51,TX,48,667994,0,297597,0,965591,2021,0.936155921873407,0.0139833301904601
1012,483288,LUBBOCK,51,TX,48,2188273,180181,997581,0,3366035,2021,1.71927185792996,0.0324822243033433
1013,483330,MC ALLEN,51,TX,48,1742013,145737,586750,0,2474500,2021,1.68830380780091,0.0134352318137706
1014,483348,MCKINNEY CITY,52,TX,48,880655,0,0,0,880655,2021,1.6903188053487,0.016290838537309
1015,483438,MARSHALL,52,TX,48,349537,0,0,0,349537,2021,0.604595357008096,0.00737369105996008
1016,483546,MESQUITE,52,TX,48,1119187,0,0,0,1119187,2021,1.1167830618157,0.0115299498710329
1017,483564,MIDLAND,51,TX,48,989073,0,0,0,989073,2021,1.79023975119467,0.0223351960960265
1018,483606,MISSION,51,TX,48,1007357,0,0,0,1007357,2021,0.939983506335742,0.00935110967497104
1019,175808,RANTOUL,52,IL,17,348890,0,0,0,348890,2021,0.476975234696266,0.00254473551789606
1020,181230,GREENWOOD,52,IN,18,324392,0,0,0,324392,2021,0.616026758528394,0.00748968436408504
1021,182886,SOUTH BEND,51,IN,18,2476165,216180,962863,0,3655208,2021,1.36736433117748,0.0116937289043497
1022,240066,BALTIMORE,51,MD,24,22053781,1899401,4264549,8275283,36493014,2021,1.60766646472443,0.0220032549357753
1023,485826,WICHITA FALLS,51,TX,48,1225951,0,434184,0,1660135,2021,1.03913728324626,0.0182192576942625
1024,489113,DALLAS COUNTY,61,TX,48,2308899,196180,755562,0,3260641,2021,4.9106194256905,0.0630019588021486
1025,489453,TRAVIS COUNTY,61,TX,48,1245969,0,0,0,1245969,2021,12.8199327120148,0.156801565263797
1026,491092,SALT LAKE CITY,51,UT,49,3518665,299267,974863,674671,5467466,2021,1.47333841676895,0.0307011667582058
1027,531020,MOUNT VERNON,51,WA,53,369122,0,0,0,369122,2021,0.515210666539265,0.00378091382920768
1028,531830,YAKIMA,51,WA,53,1023916,0,503424,0,1527340,2021,0.873972523902918,0.00855229650258348
1029,541368,VIENNA CITY,51,WV,54,106018,0,0,0,106018,2021,0.389633929094351,0.00106091600434995
1030,040180,GILBERT,52,AZ,04,989824,0,0,0,989824,2021,1.88623954576315,0.0169139047012197
1031,040324,PEORIA CITY,52,AZ,04,819279,0,0,0,819279,2021,2.51696060840396,0.0449884073483291
1032,040408,SIERRA VISTA CITY,51,AZ,04,254678,0,0,0,254678,2021,1.69535171432611,0.0375565542639172
1033,050930,FORT SMITH,51,AR,05,898187,0,414680,0,1312867,2021,1.63855497692246,0.0177796973508869
1034,051410,JONESBORO,51,AR,05,663554,0,0,0,663554,2021,1.09582269287922,0.0210936034718686
1035,052130,PINE BLUFF,51,AR,05,670519,0,226546,0,897065,2021,1.14904797781939,0.0118070392066457
1036,052754,WEST MEMPHIS,52,AR,05,286312,0,0,0,286312,2021,1.43288410276259,0.00822850654162056
1037,060032,ALISO VIEJO,52,CA,06,213835,0,0,0,213835,2021,0.344839476889031,0.00168817669399589
1038,060228,BAKERSFIELD,51,CA,06,3902588,329429,1505955,709181,6447153,2021,4.48785857169658,0.0390683251894878
1039,060450,BUENA PARK,52,CA,06,840748,0,0,0,840748,2021,0.396334321024493,0.00264107363378356
1040,060516,CAMARILLO,51,CA,06,338090,0,0,0,338090,2021,0.813175797680977,0.00544030058837995
1041,060624,CATHEDRAL CITY,52,CA,06,646825,0,0,0,646825,2021,0.60122976058991,0.00575522991204856
1042,131566,HINESVILLE,51,GA,13,263728,0,0,0,263728,2021,0.743259190298001,0.00455348980711401
1043,139135,GWINNETT COUNTY,61,GA,13,5493139,470005,2095166,0,8058310,2021,2.87464163842695,0.107792457023793
1044,202688,OVERLAND PARK,51,KS,20,781285,0,0,0,781285,2021,1.489261896896,0.0204032892145045
1045,203408,TOPEKA,51,KS,20,1875823,160813,569672,0,2606308,2021,1.66686639732117,0.0174362422797913
1046,261644,DEARBORN HEIGHTS,52,MI,26,1020396,0,0,0,1020396,2021,0.492675678472,0.00332259087000052
1047,160510,IDAHO FALLS,51,ID,16,438662,0,0,0,438662,2021,2.04881626295031,0.00686452491292118
1048,160762,NAMPA,52,ID,16,778046,0,0,0,778046,2021,3.00258803310698,0.00887067756026414
1049,161128,TWIN FALLS,51,ID,16,356536,0,0,0,356536,2021,0.919485861638933,0.00531747717485652
1050,170342,AURORA,52,IL,17,1475747,0,752348,0,2228095,2021,2.59075504247155,0.012831686656216
1051,372304,RALEIGH,51,NC,37,3073196,272266,1448216,0,4793678,2021,6.15625952263541,0.0389594097366266
1052,373180,WINSTON-SALEM,51,NC,37,2136671,188585,1348537,710304,4384097,2021,2.47479881871008,0.0351277885885264
1053,379179,UNION COUNTY,61,NC,37,888438,0,0,0,888438,2021,5.9040683919977,0.136192276168608
1054,380228,BISMARCK,51,ND,38,410531,0,0,0,410531,2021,1.34780087987308,0.01202658931875
1055,389999,ND NONENTITLEMENT,21,ND,38,3965349,480969,3000000,0,7446318,2021,28.9453103201332,21.7984894882039
