OBJECTID,UOGID,NAME,TYPE,STUSAB,STATE,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,YEAR,SHAPE_Length,SHAPE_Area
1056,499035,SALT LAKE COUNTY,61,UT,49,2462707,215677,1714371,0,4392755,2021,5.88042424922207,0.159731152937301
1057,420930,CARLISLE,51,PA,42,365938,0,0,0,365938,2021,0.293937230006058,0.00151773569524965
1058,429129,WESTMORELAND COUNTY,61,PA,42,3870800,333133,1016553,0,5220486,2021,3.92220014437521,0.281291089833975
1059,440072,EAST PROVIDENCE,52,RI,44,744703,0,0,0,744703,2021,0.566319032445029,0.00382892449953249
1060,449999,RI NONENTITLEMENT,21,RI,44,5591698,710081,3637065,0,9938844,2021,8.11375969883244,0.272358732975492
1061,450534,FLORENCE,51,SC,45,291200,0,0,0,291200,2021,2.61281186224024,0.00595681903886492
1062,451386,ROCK HILL,51,SC,45,536852,0,0,0,536852,2021,2.76574991202877,0.00991108924620393
1063,451620,SUMTER,51,SC,45,328903,0,0,0,328903,2021,2.52371781078732,0.00821896417403582
1064,459051,HORRY COUNTY,61,SC,45,2025066,168039,1054820,0,3247925,2021,7.36558978468301,0.274752683480146
1065,459083,SPARTANBURG COUNTY,61,SC,45,1548737,0,585622,0,2134359,2021,9.56660573553492,0.192411393713511
1066,459999,SC NONENTITLEMENT,21,SC,45,20158757,2574853,7196994,2528669,32459273,2021,62.2050271711907,6.15814829853208
1067,470336,CHATTANOOGA,51,TN,47,1533938,0,818418,0,2352356,2021,2.79102750646903,0.0375816267802513
1068,470954,JOHNSON CITY,51,TN,47,541723,0,0,0,541723,2021,4.03712128702157,0.0138741984250524
1069,471326,MORRISTOWN,51,TN,47,332113,0,0,0,332113,2021,2.7447690669482,0.0108895385545104
1070,471368,NASHVILLE-DAVIDSON,51,TN,47,5342816,453167,2570146,1737427,10103556,2021,2.09717163133286,0.136335729296001
1071,479093,KNOX COUNTY,61,TN,47,1173463,0,429713,0,1603176,2021,7.963372000534,0.104911333130572
1072,480264,AUSTIN,51,TX,48,7832136,669870,3156803,2099125,13757934,2021,6.95859595850539,0.0798008006235126
1073,480402,BEAUMONT,51,TX,48,1384834,0,514688,0,1899522,2021,1.19924193775058,0.0207793771088922
1074,480900,CARROLLTON,52,TX,48,834928,0,0,0,834928,2021,0.917249014758682,0.00928568148526461
1075,481338,DALLAS,51,TX,48,14867635,1290230,5897968,7943508,29999341,2021,5.14373269209908,0.0943531671285032
1076,481608,EDINBURG,51,TX,48,1133246,0,0,0,1133246,2021,0.999476655154584,0.00928726518635998
1077,266624,WYOMING,51,MI,26,580160,0,0,0,580160,2021,0.526384716654164,0.00704159130482637
1078,281134,PASCAGOULA,51,MS,28,194642,0,0,0,194642,2021,0.494516160519556,0.00436334197481353
1079,402016,MIDWEST CITY,52,OK,40,393559,0,0,0,393559,2021,0.551803592422356,0.00627942567591531
1080,420474,BERWICK BOROUGH,51,PA,42,306670,0,0,0,306670,2021,0.143229009848886,0.00090267169873775
1081,480018,ABILENE,51,TX,48,872998,0,440520,0,1313518,2021,1.77292585050281,0.0281525366221044
1082,481944,FRISCO,52,TX,48,662115,0,0,0,662115,2021,1.08456522050705,0.0169628125216749
1083,553316,KENOSHA,52,WI,55,1097970,0,541879,0,1639849,2021,1.84461761067156,0.00807613242235616
1084,557008,WAUWATOSA,52,WI,55,1013324,0,0,0,1013324,2021,0.450304355350765,0.00378924732679428
1085,729013,ARECIBO MUNICIPIO,52,PR,72,1358365,0,554800,0,1913165,2021,0.830565627396443,0.0280333078895705
1086,729035,CAYEY MUNICIPIO,52,PR,72,641484,0,0,0,641484,2021,0.718144656972943,0.0114878129861189
1087,729071,ISABELA MUNICIPIO,51,PR,72,738536,0,0,0,738536,2021,0.636990211876976,0.0122300660406352
1088,062760,PETALUMA,52,CA,06,355206,0,0,0,355206,2021,0.568077606737332,0.0038618356070193
1089,069037,LOS ANGELES COUNTY,61,CA,06,22420821,1873395,8998893,0,33293109,2021,23.3605100688013,0.750918947699457
1090,080552,FORT COLLINS,51,CO,08,1127775,0,725218,0,1852993,2021,2.21979572027222,0.0163807376189134
1091,251194,LAWRENCE,52,MA,25,1685904,146568,875762,0,2708234,2021,0.221779312581795,0.00210768573064642
1092,262544,GRAND RAPIDS,51,MI,26,3750248,321764,1277660,0,5349672,2021,0.965854971820494,0.0129435023862624
1093,269161,WASHTENAW COUNTY,61,MI,26,2196208,183820,1258791,0,3638819,2021,3.13651468546061,0.161929061879309
1094,293852,O'FALLON,52,MO,29,317966,0,0,0,317966,2021,2.52274774221529,0.00806749533503928
1095,343438,WAYNE TOWNSHIP,52,NJ,34,197794,0,0,0,197794,2021,0.479881649618238,0.00692996134478199
1096,349017,HUDSON COUNTY,61,NJ,34,2186038,184335,2691335,0,5061708,2021,0.740792425113941,0.00514684437917484
1097,349035,SOMERSET COUNTY,61,NJ,34,1061585,0,559280,0,1620865,2021,1.75869678058309,0.0711926494670736
1098,359999,NM NONENTITLEMENT,21,NM,35,11803450,1204224,5279570,535268,18822512,2021,33.1310011347254,30.77425033654
1099,484206,PLANO,51,TX,48,1445590,0,548529,0,1994119,2021,0.808918131892541,0.0179937996382891
1100,369029,ERIE COUNTY,61,NY,36,3134099,241876,949819,0,4325794,2021,3.93767070438351,0.245749909664459
1101,393114,MASSILLON,51,OH,39,658512,0,0,0,658512,2021,1.39146523317501,0.00560086444043978
1102,484686,ROWLETT,52,TX,48,282753,0,0,0,282753,2021,0.80331457662098,0.00561777823192728
1103,122700,ST. CLOUD CITY,52,FL,12,345826,0,0,0,345826,2021,1.05378687080639,0.00457675365202943
1104,139067,COBB COUNTY,61,GA,13,3608001,284661,1531624,0,5424286,2021,3.18578110757767,0.0810351983564195
1105,484770,SAN BENITO,52,TX,48,387786,0,0,0,387786,2021,0.768165081820458,0.00377128365155426
1106,170222,ARLINGTON HEIGHTS,51,IL,17,280136,0,0,0,280136,2021,0.649123115647498,0.00468975859943505
1107,511272,RADFORD,51,VA,51,182495,0,0,0,182495,2021,0.340315864506838,0.00268034662462014
1108,511320,ROANOKE,51,VA,51,1835201,153124,675808,0,2664133,2021,0.69923152762195,0.0112883534791392
1109,511446,STAUNTON,51,VA,51,339361,0,0,0,339361,2021,0.382029594629183,0.0051542681448628
1110,511488,SUFFOLK,52,VA,51,497035,0,400819,0,897854,2021,2.02758923029425,0.107177878211889
1111,511590,VIRGINIA BEACH,51,VA,51,2010809,175346,1059622,2177661,5423438,2021,3.95807986754917,0.0686971886813455
1112,511632,WAYNESBORO CITY,51,VA,51,190037,0,0,0,190037,2021,0.334865562877209,0.00404594169013933
1113,440222,PROVIDENCE,51,RI,44,5333716,450803,1636289,1275480,8696288,2021,0.521633052415191,0.00527580610695436
1114,440276,WARWICK,51,RI,44,981379,0,0,0,981379,2021,1.08834659165436,0.0100758176261754
1115,489039,BRAZORIA COUNTY,61,TX,48,1691163,154660,517255,0,2363078,2021,5.66750317981465,0.336344714833751
1116,530906,MARYSVILLE,52,WA,53,361986,0,0,0,361986,2021,0.642965407763221,0.00660697389868101
1117,402046,MOORE CITY,52,OK,40,344491,0,0,0,344491,2021,0.443187245782427,0.00568879272434361
1118,122022,MIRAMAR,52,FL,12,918420,0,0,0,918420,2021,0.551818745699747,0.00730503033147996
1119,139999,GA NONENTITLEMENT,21,GA,13,42478230,4621817,23638731,4343739,75082517,2021,59.4529231482733,13.7177446985873
1120,150144,HONOLULU,51,HI,15,8179335,706450,3068266,664494,12618545,2021,4.13842871490079,0.136190900872267
1121,160138,CALDWELL CITY,52,ID,16,490851,0,0,0,490851,2021,2.04015621638998,0.00645225425374116
1122,040054,CASA GRANDE,52,AZ,04,478227,0,0,0,478227,2021,2.32628732351381,0.0274644378760546
1123,062340,MONTEREY PARK,51,CA,06,627920,0,324520,0,952440,2021,0.246404052235707,0.00195559875368214
1124,062790,PITTSBURG,52,CA,06,617686,0,0,0,617686,2021,0.585540982287655,0.00507947603106171
1125,069001,ALAMEDA COUNTY,61,CA,06,2162287,185092,3039544,0,5386923,2021,5.42938476900104,0.120923120651264
1126,069065,RIVERSIDE COUNTY,61,CA,06,7949783,636463,2434427,0,11020673,2021,16.2534064179889,1.69223923390591
1127,123000,TALLAHASSEE,51,FL,12,1844179,158153,941551,0,2943883,2021,3.24220697354916,0.025134806721598
1128,129021,COLLIER COUNTY,61,FL,12,2704420,217796,753000,0,3675216,2021,11.9216252559917,0.472859501945263
1129,129081,MANATEE COUNTY,61,FL,12,1876640,162291,651923,0,2690854,2021,7.84089660603913,0.17372614351651
1130,292958,LEES SUMMIT,52,MO,29,350684,0,0,0,350684,2021,0.893234766021288,0.0176882466707105
1131,349031,PASSAIC COUNTY,61,NJ,34,878453,0,0,0,878453,2021,1.60718394099114,0.0428527429872378
1132,061698,HUNTINGTON PARK,52,CA,06,1216412,0,601519,0,1817931,2021,0.204838084817557,0.000762038071526527
1133,232484,PORTLAND CITY,51,ME,23,1920454,164857,991679,0,3076990,2021,1.17342902905043,0.00626455955276134
1134,239999,ME NONENTITLEMENT,21,ME,23,11983902,1390783,4230158,0,17604843,2021,76.3298442856707,9.36504671976167
1135,240582,GAITHERSBURG,51,MD,24,452546,0,0,0,452546,2021,0.615971752256132,0.00290908831832319
1136,249003,ANNE ARUNDEL COUNTY,61,MD,24,2145963,180964,772691,0,3099618,2021,8.3868036545,0.110207860940695
1137,011560,MONTGOMERY,51,AL,01,1719618,0,907387,0,2627005,2021,2.73222827061071,0.0403928337868401
1138,040330,PHOENIX,51,AZ,04,16562413,1423761,5892094,3398727,27276995,2021,5.62038106259378,0.129028075753439
1139,350012,ALBUQUERQUE,51,NM,35,4510222,388357,2045118,556271,7499968,2021,3.91531343419166,0.0487196000248068
1140,360040,ALBANY,51,NY,36,3418421,291772,921530,717371,5349094,2021,0.571879253407509,0.00623854514334599
1141,365800,SARATOGA SPRINGS,52,NY,36,298434,0,0,0,298434,2021,0.505499501011735,0.0082639564565596
1142,369059,NASSAU COUNTY,61,NY,36,13955627,1236021,2437991,0,17629639,2021,8.2179720415793,0.0573587021890316
1143,369087,ROCKLAND COUNTY,61,NY,36,2326840,0,926832,0,3253672,2021,1.79807099273689,0.0455837456904532
1144,369999,NY NONENTITLEMENT,21,NY,36,49367683,6336053,25212197,2701053,83616986,2021,50.1150982872567,12.0739866203716
1145,370558,CHARLOTTE,51,NC,37,5866405,509569,3191443,3029512,12596929,2021,3.64934004830092,0.0791334254218006
1146,371002,FAYETTEVILLE,51,NC,37,1598665,0,937431,0,2536096,2021,2.80773088732796,0.0400053443437547
1147,371194,GREENVILLE,51,NC,37,1007445,0,548644,0,1556089,2021,3.18312785570213,0.00972632919146701
1148,371452,JACKSONVILLE,51,NC,37,368894,0,0,0,368894,2021,1.56032578390121,0.0118815656130886
1149,371644,LENOIR,51,NC,37,161762,0,1154095,0,1315857,2021,1.08882464884708,0.00501245375581796
1150,091230,WEST HARTFORD,52,CT,09,1017696,0,0,0,1017696,2021,0.344378106550789,0.00624283940758634
1151,250744,FALL RIVER,52,MA,25,2939042,249879,1052327,0,4241248,2021,0.644270212657617,0.0110223958638051
1152,261698,DETROIT,51,MI,26,35013550,3009437,7334820,3053453,48411260,2021,1.69048595151326,0.0393632211581633
1153,263456,LANSING,51,MI,26,2057221,174439,768361,0,3000021,2021,1.16218583971106,0.0115809199129067
1154,270456,BLOOMINGTON,51,MN,27,458378,0,0,0,458378,2021,0.663935071026347,0.0115711672276441
1155,273120,MINNEAPOLIS,51,MN,27,11134295,963048,2656039,1945851,16699233,2021,0.671384470037112,0.0170367599284754
1156,274104,ST CLOUD,51,MN,27,644800,0,0,0,644800,2021,1.3104201204165,0.0124563018065336
1157,279003,ANOKA COUNTY,61,MN,27,1556278,0,0,0,1556278,2021,1.70525583127207,0.132644460421878
1158,279137,ST LOUIS COUNTY,61,MN,27,1982710,168854,563569,0,2715133,2021,7.10187199430282,2.06450891951397
1159,280132,BILOXI,51,MS,28,445920,0,0,0,445920,2021,1.0802142564849,0.0115556906348552
1160,280726,JACKSON,51,MS,28,1785667,159648,881748,1428764,4255827,2021,1.53724123900915,0.0280871725847124
1161,729135,TOA ALTA MUNICIPIO,52,PR,72,791520,0,0,0,791520,2021,0.411693128953161,0.00610180521587597
1162,010624,DOTHAN,51,AL,01,503000,0,0,0,503000,2021,2.43087399126375,0.0218789988310979
1163,081614,WESTMINSTER,52,CO,08,601139,0,0,0,601139,2021,1.3974353956739,0.00930778592423136
1164,089005,ARAPAHOE COUNTY,61,CO,08,1475692,0,742487,0,2218179,2021,5.75767809749674,0.190747987684671
1165,122568,PORT ORANGE,52,FL,12,398763,0,0,0,398763,2021,0.945634722528704,0.0065351214985213
1166,129999,FL NONENTITLEMENT,21,FL,12,26782356,5954259,19390793,5117050,57244458,2021,156.00822669532,7.71278364081458
1167,362688,HAMBURG TOWN,52,NY,36,437064,0,0,0,437064,2021,0.5674238131999,0.0117457666949926
1168,367260,YONKERS,52,NY,36,3580715,303839,1293279,0,5177833,2021,0.345315746648726,0.00510507415985555
1169,557056,WEST ALLIS,51,WI,55,1278928,0,0,0,1278928,2021,0.298864892064892,0.00325811892562267
1170,729139,TRUJILLO ALTO MUNICIPIO,52,PR,72,835881,0,243673,0,1079554,2021,0.37917535583007,0.00473338938856691
1171,729145,VEGA BAJA MUNICIPIO,52,PR,72,817257,0,0,0,817257,2021,0.535392948210535,0.0103064094787356
1172,019999,AL NONENTITLEMENT,21,AL,01,23903936,2883869,11227286,2823192,40838283,2021,61.3186108367601,12.0654796941874
1173,060726,CITRUS HEIGHTS,52,CA,06,637979,0,0,0,637979,2021,0.30581298080792,0.00381623559952709
1174,061410,FRESNO,51,CA,06,7079887,606586,3289681,714258,11690412,2021,3.55773857554403,0.0301089554365868
1175,061476,GOLETA,52,CA,06,230558,0,0,0,230558,2021,0.473894279974806,0.00196885390048857
1176,729005,AGUADILLA MUNICIPIO,51,PR,72,874370,0,305638,0,1180008,2021,0.447799325015117,0.00808128508655246
1177,729021,BAYAMON MUNICIPIO,52,PR,72,2214251,189934,1031562,0,3435747,2021,0.595522452319325,0.00985511718506498
1178,729023,CABO ROJO MUNICIPIO,52,PR,72,871004,0,0,0,871004,2021,1.06634631031866,0.015958430784071
1179,729025,CAGUAS MUNICIPIO,51,PR,72,1708674,150396,729906,0,2588976,2021,0.633401817632768,0.0130668659389283
1180,729029,CANOVANAS MUNICIPIO,52,PR,72,760978,0,0,0,760978,2021,0.619975754514531,0.00730635202981976
1181,729041,CIDRA MUNICIPIO,52,PR,72,571772,0,0,0,571772,2021,0.604669523288863,0.00806286259467876
1182,729053,FAJARDO MUNICIPIO,52,PR,72,520693,0,0,0,520693,2021,0.765842456917935,0.00669874351271497
1183,729061,GUAYNABO MUNICIPIO,51,PR,72,869159,0,295154,0,1164313,2021,0.579797615357988,0.00611848764761913
1184,729069,HUMACAO MUNICIPIO,52,PR,72,836357,0,0,0,836357,2021,0.599790592527235,0.00993175436946494
1185,729075,JUANA DIAZ MUNICIPIO,52,PR,72,721494,0,0,0,721494,2021,0.773790247583342,0.0134128008412946
1186,729091,MANATI MUNICIPIO,52,PR,72,707048,0,0,0,707048,2021,0.644754369769972,0.0101936586587969
1187,729097,MAYAGUEZ MUNICIPIO,51,PR,72,1427327,0,658343,0,2085670,2021,1.06052938873072,0.0172049552329596
1188,729113,PONCE MUNICIPIO,51,PR,72,2444414,211786,1000721,0,3656921,2021,1.00102202398165,0.0258352989206692
1189,729127,SAN JUAN MUNICIPIO,51,PR,72,7363131,629007,2637524,6129605,16759267,2021,0.867151735474752,0.0106848397669338
1190,729131,SAN SEBASTIAN MUNICIPIO,52,PR,72,652730,0,0,0,652730,2021,0.715841476024092,0.0157653083668441
1191,729137,TOA BAJA MUNICIPIO,52,PR,72,1050180,0,393780,0,1443960,2021,0.535706555916865,0.00520746036522067
1192,729153,YAUCO MUNICIPIO,52,PR,72,561178,0,0,0,561178,2021,0.712784660525777,0.0150998096053013
1193,729999,PR NONENTITLEMENT,21,PR,72,23435538,3551419,13372676,2284366,42643999,2021,15.4049936393095,0.440723996815275
1194,040558,YUMA,51,AZ,04,916984,0,753444,0,1670428,2021,2.57514362448736,0.0301224396656691
1195,121662,LAKELAND,51,FL,12,960859,0,387047,753739,2101645,2021,2.28516391168541,0.0175807778614918
1196,179089,KANE COUNTY,61,IL,17,1365187,0,937832,0,2303019,2021,6.84913539290084,0.125673203022542
1197,269163,WAYNE COUNTY,61,MI,26,5606646,479825,2838714,0,8925185,2021,4.17034959119592,0.0871172828106588
1198,519153,PRINCE WILLIAM COUNTY,61,VA,51,2659547,229863,924474,0,3813884,2021,2.09776988422736,0.095022954066558
1199,530084,BELLEVUE,51,WA,53,829022,0,0,0,829022,2021,0.697663255425019,0.0104468480094231
1200,530480,EVERETT,51,WA,53,889065,0,0,0,889065,2021,1.3621983991485,0.0111554921211347
1201,530726,KENT CITY,51,WA,53,1142956,0,0,0,1142956,2021,1.00689426283869,0.010520990795888
1202,531188,PASCO,52,WA,53,746167,0,0,0,746167,2021,0.977106369419036,0.0105898659874241
1203,531554,TACOMA,51,WA,53,2460177,215615,1410150,0,4085942,2021,1.46406741566101,0.0154215426056098
1204,531728,WENATCHEE,51,WA,53,242477,0,0,0,242477,2021,0.502106800142945,0.00255232139110506
1205,539035,KITSAP COUNTY,61,WA,53,1105084,0,732109,0,1837193,2021,5.68708950986254,0.116157557305067
1206,539063,SPOKANE COUNTY,61,WA,53,1680888,0,829183,0,2510071,2021,4.80860170409186,0.529109336039967
1207,539067,THURSTON COUNTY,61,WA,53,1228051,0,842490,0,2070541,2021,6.82864900591925,0.223351919576401
1208,540666,HUNTINGTON,51,WV,54,1726909,153406,672628,0,2552943,2021,0.890203497252273,0.00493227074386645
1209,540846,MARTINSBURG,51,WV,54,348527,0,508352,0,856879,2021,0.496872253584163,0.00184313569234263
1210,729119,RIO GRANDE MUNICIPIO,52,PR,72,703207,0,0,0,703207,2021,0.637551675593297,0.0134682201872042
1211,220924,KENNER,52,LA,22,533697,0,0,0,533697,2021,0.257408638176117,0.00363992483780164
1212,729125,SAN GERMAN MUNICIPIO,51,PR,72,556410,0,0,0,556410,2021,0.587024734401577,0.0120516606665253
1213,064134,WOODLAND,52,CA,06,499779,0,0,0,499779,2021,0.598370533015188,0.00410256263710936
1214,089035,DOUGLAS COUNTY,61,CO,08,701104,0,0,0,701104,2021,5.74327580428605,0.211506189136246
1215,089999,CO NONENTITLEMENT,21,CO,08,8692682,2136506,6668937,811364,18309489,2021,49.7729296479141,25.2642824796023
1216,063162,SALINAS,51,CA,06,2097811,172631,805337,0,3075779,2021,0.517767854870047,0.00624491340164026
1217,230252,BIDDEFORD,52,ME,23,433348,0,0,0,433348,2021,0.842201059094473,0.00887723767123201
1218,063798,TURLOCK,52,CA,06,654393,0,1468808,0,2123201,2021,0.500218140103341,0.00446679769851889
1219,121344,HOMESTEAD CITY,52,FL,12,758406,0,0,0,758406,2021,0.413464301098961,0.00362314025395143
1220,130192,AUGUSTA-RICHMOND COUNTY,51,GA,13,1783257,153836,961067,1041827,3939987,2021,1.76055217715312,0.0824440912883519
1221,130750,COLUMBUS-MUSCOGEE COUNTY,51,GA,13,1648366,0,986139,0,2634505,2021,1.32814856694738,0.0549307112033517
1222,132814,ROME,51,GA,13,466386,0,0,0,466386,2021,2.78277536985354,0.00898991968755317
1223,132916,SAVANNAH,51,GA,13,2306118,197199,855545,0,3358862,2021,3.41036831857898,0.0269084216274379
1224,139057,CHEROKEE COUNTY,61,GA,13,1202802,0,0,0,1202802,2021,1.55969713643023,0.110254197813191
1225,509999,VT NONENTITLEMENT,21,VT,50,7328871,682605,3000000,0,11011476,2021,10.4118158082815,2.7931080830126
1226,510264,CHARLOTTESVILLE,51,VA,51,427176,0,676615,0,1103791,2021,0.384481702796696,0.00272678495346636
1227,510450,DANVILLE,52,VA,51,894119,0,273606,0,1167725,2021,0.740575544647765,0.0113839546547638
1228,510726,HARRISONBURG,51,VA,51,532571,0,0,0,532571,2021,0.391072077353977,0.004641971662886
1229,511200,PETERSBURG,52,VA,51,619273,0,0,0,619273,2021,0.396266619770486,0.00609314813025752
1230,519041,CHESTERFIELD COUNTY,61,VA,51,1531472,0,586058,0,2117530,2021,2.37527203758382,0.114759725546134
